=== [민생경제과] 시스템: 45,194,563천원 | PDF목표: 33,194,563천원 | 차액: +12,000,000천원 ===
      예산구분                         세부사업명             통계목명                          산출근거명                       산출근거식   예산액_num       정산 상태
2576   본예산                             장애인체육 육성지원         민간경상사업보조                       Ο전국장애인체육대회 출전지원                 10,000,000원    10000     ✅ 정산 포함
2577   본예산                             장애인체육 육성지원         민간경상사업보조                      Ο장애인체육지도자 교재비 지원                  1,530,000원     1530     ✅ 정산 포함
2578   본예산                             장애인체육 육성지원         민간경상사업보조                      Ο전국장애학생체육대회 출전지원                  5,000,000원     5000     ✅ 정산 포함
2579   본예산                             장애인체육 육성지원         민간경상사업보조                        Ο유형별장애인체육대회 지원                 20,000,000원    20000     ✅ 정산 포함
2580   본예산                             장애인체육 육성지원         민간경상사업보조                     Ο장애인 배드민턴 무료교실 지원                  3,000,000원     3000     ✅ 정산 포함
2581   본예산                             장애인체육 육성지원         민간경상사업보조              Ο용인시장애인체육회 및 가맹단체 워크숍 지원                 15,000,000원    15000     ✅ 정산 포함
2582   본예산                             장애인체육 육성지원         민간경상사업보조                       Ο장애인체육인의 밤 개최지원                  6,000,000원     6000     ✅ 정산 포함
2583   본예산                             장애인체육 육성지원         민간경상사업보조                          Ο가맹단체 훈련비 지원                 27,900,000원    27900     ✅ 정산 포함
2584   본예산                             장애인체육 육성지원      민간단체법정운영비보조                        Ο용인시장애인체육회 운영비                581,907,000원   581907     ✅ 정산 포함
2585   본예산                             장애인체육 육성지원         민간행사사업보조                   Ο경기도 장애인생활체육대회 출전지원                 30,000,000원    30000     ✅ 정산 포함
2586   본예산                             장애인체육 육성지원         민간행사사업보조                     Ο경기도 어울림체육대회 출전지원                 11,500,000원    11500     ✅ 정산 포함
2587   본예산                             생활체육 육성 지원        시책추진업무추진비                     Ο생활체육대회 육성지원 업무추진                  2,000,000원     2000     ✅ 정산 포함
2588   본예산                             생활체육 육성 지원         민간경상사업보조                          Ο생활체육대회 출전지원                           -   820000     ✅ 정산 포함
2589   본예산                             생활체육 육성 지원         민간경상사업보조                          ο협회별 대회 출전지원                500,000,000원   500000  🔻 소계 중복 제외
2590   본예산                             생활체육 육성 지원         민간경상사업보조                 ο도단위 생활체육대회 개최 및 출전지원                120,000,000원   120000  🔻 소계 중복 제외
2591   본예산                             생활체육 육성 지원         민간경상사업보조                     ο경기도 생활체육대축전 출전지원                200,000,000원   200000  🔻 소계 중복 제외
2592   본예산                             생활체육 육성 지원         민간경상사업보조                         Ο생활체육 체험교실 운영                  7,650,000원     7650     ✅ 정산 포함
2593   본예산                             생활체육 육성 지원         민간경상사업보조                  Ο일반생활체육지도자 수업 기자재 지원                  2,100,000원     2100     ✅ 정산 포함
2594   본예산                             생활체육 육성 지원         민간경상사업보조                 Ο어르신생활체육지도자 수업 기자재 지원                  1,800,000원     1800     ✅ 정산 포함
2595   본예산                             생활체육 육성 지원         민간행사사업보조                            Ο읍면동체육회 지원          7,500,000원*39개 읍면동   292500     ✅ 정산 포함
2596   본예산                             생활체육 육성 지원         민간행사사업보조                          Ο생활체육행사 개최지원                           -   225000     ✅ 정산 포함
2597   본예산                             생활체육 육성 지원         민간행사사업보조                      ο용인시장기 체육대회 개최지원                 95,000,000원    95000  🔻 소계 중복 제외
2598   본예산                             생활체육 육성 지원         민간행사사업보조                     ο용인시의장기 체육대회 개최지원                 80,000,000원    80000  🔻 소계 중복 제외
2599   본예산                             생활체육 육성 지원         민간행사사업보조                     ο유소년·여성 축구대회 개최지원                 50,000,000원    50000  🔻 소계 중복 제외
2600  추경1회                             생활체육 육성 지원         민간행사사업보조                          Ο생활체육행사 개최지원                           -   305000     ✅ 정산 포함
2601  추경1회                             생활체육 육성 지원         민간행사사업보조                  ο용인시 체육회장배 체육대회 개최지원                 80,000,000원    80000  🔻 소계 중복 제외
2602   본예산                      장애인 생활체육지도자 배치 지원         민간경상사업보조                      Ο장애인생활체육지도자 배치지원                268,176,000원   268176  🔄 경정 대체 제외
2603   본예산                      장애인 생활체육지도자 배치 지원         민간경상사업보조                  Ο장애인생활체육지도자 활동지원(자체)                136,683,000원   136683     ✅ 정산 포함
2604  추경1회                      장애인 생활체육지도자 배치 지원         민간경상사업보조                    Ο장애인 생활체육지도자 배치 지원             경정 301,698,000원   301698     ✅ 정산 포함
2605   본예산                        장애인생활체육지도자 처우개선         민간경상사업보조                      Ο장애인생활체육지도자 처우개선                 10,692,000원    10692  🔄 경정 대체 제외
2606  추경1회                        장애인생활체육지도자 처우개선         민간경상사업보조                      Ο장애인생활체육지도자 처우개선              경정 10,719,000원    10719     ✅ 정산 포함
2607   본예산                        장애인 스포츠강좌이용권 사업         민간경상사업보조                       Ο장애인스포츠강좌 이용권사업                366,960,000원   366960     ✅ 정산 포함
2608   본예산         G-스포츠클럽(경기도형 운동부) 운영(교육청 직접지원)         민간경상사업보조                 ΟG-스포츠클럽(경기도형 운동부) 운영                203,500,000원   203500     ✅ 정산 포함
2609   본예산                         용인시 체육진흥협의회 운영            사무관리비                  Ο용인시 체육진흥협의회 위원 회의수당                  1,100,000원     1100     ✅ 정산 포함
2610   본예산                       용인시 읍면동 체육협의회 운영            사무관리비                   Ο용인시 읍면동 체육협의회 회의수당              30,000원*39명*4회     4680     ✅ 정산 포함
2611   본예산                장애인생활체육교실 지원사업(경기도직접지원)         민간경상사업보조              Ο장애인생활체육교실 지원사업(경기도직접지원)                 21,000,000원    21000     ✅ 정산 포함
2612   본예산                    장애인 가상현실 스포츠체험센터 운영            사무관리비               Ο전기안전관리 및 소방안전관리 대행 수수료                  4,000,000원     4000     ✅ 정산 포함
2613   본예산                    장애인 가상현실 스포츠체험센터 운영            공공운영비            Ο장애인 가상현실 스포츠체험센터 건물 수선유지비                 10,000,000원    10000     ✅ 정산 포함
2614   본예산                    장애인 가상현실 스포츠체험센터 운영            공공운영비                              Ο교통유발부담금                    300,000원      300     ✅ 정산 포함
2615   본예산                    장애인 가상현실 스포츠체험센터 운영         민간경상사업보조                 Ο장애인 가상현실 스포츠체험센터 운영비                 40,000,000원    40000     ✅ 정산 포함
2616   본예산                        지역자율형 생활체육활동 지원         민간경상사업보조                     Ο스마트 생활체육 조정교실 운영                375,600,000원   375600     ✅ 정산 포함
2617   본예산                        지역자율형 생활체육활동 지원         민간경상사업보조                         Ο생활체육 조정대회 개최                244,400,000원   244400     ✅ 정산 포함
2618   본예산                          시군구체육회 운영비 지원         민간경상사업보조                        Ο시군구체육회 운영비 지원                 12,000,000원    12000     ✅ 정산 포함
2619   본예산                                  용인마라톤         민간행사사업보조                           Ο용인마라톤 개최지원                140,000,000원   140000     ✅ 정산 포함
2620   본예산                           전국 생활체육 배구대회         민간행사사업보조                    Ο전국 생활체육 배구대회 개최지원                110,000,000원   110000     ✅ 정산 포함
2621   본예산                        전국 생활체육 댄스스포츠대회         민간행사사업보조                 Ο전국 생활체육 댄스스포츠대회 개최지원                 45,000,000원    45000     ✅ 정산 포함
2622   본예산                         전국 생활체육 배드민턴대회         민간행사사업보조                  Ο전국 생활체육 배드민턴대회 개최지원                 74,000,000원    74000     ✅ 정산 포함
2623   본예산                           전국 생활체육 볼링대회         민간행사사업보조                    Ο전국 생활체육 볼링대회 개최지원                 50,000,000원    50000     ✅ 정산 포함
2624   본예산                          전국 중고등학생 골프대회         민간행사사업보조                        Ο전국 중고등학생 골프대회                 15,000,000원    15000     ✅ 정산 포함
2625   본예산                           전국 생활체육 바둑대회         민간행사사업보조                    Ο전국 생활체육 바둑대회 개최지원                 60,000,000원    60000     ✅ 정산 포함
2626   본예산                             용인 자전거 대행진         민간행사사업보조                      Ο용인 자전거 대행진 개최지원                 30,000,000원    30000     ✅ 정산 포함
2627   본예산                           전국 생활체육 농구대회         민간행사사업보조                    Ο전국 생활체육 농구대회 개최지원                 50,000,000원    50000     ✅ 정산 포함
2628   본예산                           전국 생활체육 국궁대회         민간행사사업보조                    Ο전국 생활체육 국궁대회 개최지원                 50,000,000원    50000     ✅ 정산 포함
2629   본예산                      전국 장애인테니스대회 유치 지원         민간행사사업보조                    Ο전국 장애인테니스대회 유치 지원                 15,000,000원    15000     ✅ 정산 포함
2630   본예산                       전국 장애인탁구대회 유치 지원         민간행사사업보조                     Ο전국 장애인탁구대회 유치 지원                 22,000,000원    22000     ✅ 정산 포함
2631   본예산                       전국 장애인당구대회 유치 지원         민간행사사업보조                     Ο전국 장애인당구대회 유치 지원                 26,000,000원    26000     ✅ 정산 포함
2632   본예산                       전국 장애인골프대회 유치 지원         민간행사사업보조                     Ο전국 장애인골프대회 유치 지원                 26,000,000원    26000     ✅ 정산 포함
2633   본예산                    경기도 장애인게이트볼대회 유치 지원         민간행사사업보조                  Ο경기도 장애인게이트볼대회 유치 지원                 10,000,000원    10000     ✅ 정산 포함
2634   본예산                    스포츠클럽 육성 지원(국가직접지원)         민간경상사업보조                        Ο지정스포츠클럽 육성 지원                  7,500,000원     7500     ✅ 정산 포함
2635   본예산                    (재)용인시시민프로축구단 운영 지원              출연금                     Ο(재)용인시시민프로축구단 운영              7,000,000,000원  7000000     ✅ 정산 포함
2636   본예산                             시민프로축구단 지원  공기관등에대한경상적위탁사업비                           Ο시민프로축구단 지원              1,000,000,000원  1000000     ✅ 정산 포함
2637   본예산                         갈담리 파크골프장 조성공사              시설비                       Ο갈담리 파크골프장 조성공사                 50,000,000원    50000     ✅ 정산 포함
2638   본예산                         동천동 파크골프장 조성공사              시설비                       Ο동천동 파크골프장 조성공사                300,000,000원   300000  🔄 경정 대체 제외
2639  추경1회                         동천동 파크골프장 조성공사              시설비                       Ο동천동 파크골프장 조성공사             경정 350,000,000원   350000     ✅ 정산 포함
2640   본예산                     상하동 족구장 개선사업(전환사업)              시설비                         Ο상하동 족구장 개선사업                200,000,000원   200000     ✅ 정산 포함
2641  추경1회    경희대학교 국제캠퍼스 대운동장 인조잔디구장 조성 사업(전환사업)    지역대학에 대한 자본보조        Ο경희대학교 국제캠퍼스 대운동장 인조잔디구장 조성 사업                700,000,000원   700000     ✅ 정산 포함
2642  추경1회  한국외국어대학교 글로벌캠퍼스 인조잔디 구장 및 트랙 조성(전환사업)    지역대학에 대한 자본보조      Ο한국외국어대학교 글로벌캠퍼스 인조잔디 구장 및 트랙 조성                500,000,000원   500000     ✅ 정산 포함
2643  추경1회               흥덕고등학교 인조잔디운동장 재조성(전환사업)        교육기관에대한보조                   Ο흥덕고등학교 인조잔디운동장 재조성                322,000,000원   322000     ✅ 정산 포함
2644   본예산                            체육시설 운영비 지원            사무관리비                Ο도시공사 위탁시설 신용카드 매출 수수료              9,300,000원*12회   111600     ✅ 정산 포함
2645   본예산                            체육시설 운영비 지원            사무관리비                         Ο체육시설 안전점검 수당              100,000원*2명*5회     1000     ✅ 정산 포함
2646   본예산                            체육시설 운영비 지원            사무관리비                 Ο조정경기장 비점오염 저감시설 유지관리                 12,000,000원    12000     ✅ 정산 포함
2647   본예산                            체육시설 운영비 지원            공공운영비                              Ο체육시설 관리                 10,000,000원    10000     ✅ 정산 포함
2648   본예산                            체육시설 운영비 지원            민간위탁금                        Ο체육시설 운영(14개소)                895,303,000원   895303     ✅ 정산 포함
2649   본예산                           용인시국민체육센터 운영            민간위탁금                         Ο용인시국민체육센터 운영                378,000,000원   378000     ✅ 정산 포함
2650   본예산                           용인시국민체육센터 운영         자산및물품취득비                         Ο무인발권기(배리어프리)                 13,200,000원    13200     ✅ 정산 포함
2651   본예산                      용인종합운동장 근린생활시설 운영            민간위탁금                    Ο용인종합운동장 근린생활시설 운영                307,300,000원   307300  🔄 경정 대체 제외
2652  추경1회                      용인종합운동장 근린생활시설 운영            민간위탁금                    Ο용인종합운동장 근린생활시설 운영             경정 343,460,000원   343460     ✅ 정산 포함
2653   본예산               동백·보정미르휴먼센터 체육시설 통합위탁 운영            공공운영비                 Ο동백·보정미르휴먼센터 체육시설 동력비                           -   506000     ✅ 정산 포함
2654   본예산               동백·보정미르휴먼센터 체육시설 통합위탁 운영            공공운영비                             ο동백미르휴먼센터                450,000,000원   450000  🔻 소계 중복 제외
2655   본예산               동백·보정미르휴먼센터 체육시설 통합위탁 운영            공공운영비                             ο보정미르휴먼센터                 56,000,000원    56000  🔻 소계 중복 제외
2656   본예산               동백·보정미르휴먼센터 체육시설 통합위탁 운영            민간위탁금                Ο동백·보정미르휴먼센터 통합 운영 위탁금                214,923,000원   214923  🔄 경정 대체 제외
2657  추경1회               동백·보정미르휴먼센터 체육시설 통합위탁 운영            민간위탁금                Ο동백·보정미르휴먼센터 통합 운영 위탁금             경정 444,923,000원   444923     ✅ 정산 포함
2658   본예산               동백·보정미르휴먼센터 체육시설 통합위탁 운영         자산및물품취득비                  Ο동백·보정미르휴먼센터 운영 물품구입                320,980,000원   320980     ✅ 정산 포함
2659   본예산                      용인시스포츠클라이밍장 위탁 운영            민간위탁금                       Ο용인시스포츠클라이밍장 운영                212,456,000원   212456     ✅ 정산 포함
2660   본예산                         생활체육시설 보수 및 정비              시설비                            Ο체육시설 유지보수                850,000,000원   850000     ✅ 정산 포함
2661  추경1회                  동백산오름공원 테니스장 정비(전환사업)              시설비                    Ο동백산오름공원 테니스장 정비공사                 50,000,000원    50000     ✅ 정산 포함
2662  추경1회                          종합운동장 시설개선 공사              시설비                   Ο종합운동장 시설개선 공사(성립전)                300,000,000원   300000     ✅ 정산 포함
2663  추경1회                          둔전테니스장 시설개선공사              시설비                        Ο둔전테니스장 시설개선공사                300,000,000원   300000     ✅ 정산 포함
2664  추경1회                       모현레스피아 체육시설 개선공사              시설비                Ο모현레스피아 체육시설 개선공사(성립전)                 60,000,000원    60000     ✅ 정산 포함
2665  추경1회                      용인 시립 실외테니스장 개선공사              시설비               Ο용인 시립 실외테니스장 개선공사(성립전)                300,000,000원   300000     ✅ 정산 포함
2666  추경1회                          기흥 배드민턴장 개선공사              시설비                   Ο기흥 배드민턴장 개선공사(성립전)                100,000,000원   100000     ✅ 정산 포함
2667   본예산                        수지 배드민턴장 시설개선공사              시설비                      Ο수지배드민턴장 시설 개선공사                200,000,000원   200000     ✅ 정산 포함
2668   본예산                           명지대 축구장 개선공사              시설비                         Ο명지대 축구장 개선공사              1,200,000,000원  1200000     ✅ 정산 포함
2669   본예산                         전국체전 시설 개보수 사업              시설비                       Ο용인조정경기장 시설 개보수                100,000,000원   100000  🔄 경정 대체 제외
2670  추경1회                         전국체전 시설 개보수 사업              시설비                       Ο용인조정경기장 시설 개보수             경정 370,000,000원   370000     ✅ 정산 포함
2671   본예산                         전국체전 시설 개보수 사업   민간자본사업보조(이전재원)                   Ο용인대학교 종합체육관 시설 개보수              1,095,051,000원  1095051     ✅ 정산 포함
2672  추경1회                      미르스타디움 보조전광판 시설공사              시설비                 Ο미르스타디움 보조전광판 교체 구조진단                  5,000,000원     5000     ✅ 정산 포함
2673  추경1회                     신봉동 고가하부 체육시설 개선공사              시설비                   Ο신봉동 고가하부 체육시설 개선공사                170,000,000원   170000  🔄 경정 대체 제외
2674  추경2회                     신봉동 고가하부 체육시설 개선공사              시설비              Ο신봉동 고가하부 체육시설 개선공사(성립전)             경정 370,000,000원   370000     ✅ 정산 포함
2675   본예산                             남사스포츠센터 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비              3,117,353,000원  3117353  🔄 경정 대체 제외
2676   본예산                             남사스포츠센터 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료                155,867,650원   155868  🔄 경정 대체 제외
2677  추경1회                             남사스포츠센터 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비           경정 3,131,853,000원  3131853     ✅ 정산 포함
2678  추경1회                             남사스포츠센터 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료             경정 156,593,000원   156593     ✅ 정산 포함
2679   본예산                             남사스포츠센터 운영  공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 시설비 등                 57,440,000원    57440     ✅ 정산 포함
2680   본예산                            용인미르스타디움 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비              3,550,562,000원  3550562  🔄 경정 대체 제외
2681   본예산                            용인미르스타디움 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료                177,528,100원   177529  🔄 경정 대체 제외
2682  추경1회                            용인미르스타디움 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비           경정 3,617,062,000원  3617062     ✅ 정산 포함
2683  추경1회                            용인미르스타디움 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료             경정 180,854,000원   180854     ✅ 정산 포함
2684   본예산                            용인미르스타디움 운영  공기관등에대한자본적위탁사업비                           Ο자산 및 물품취득비                141,976,000원   141976  🔄 경정 대체 제외
2685  추경1회                            용인미르스타디움 운영  공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 시설비 등             경정 247,100,000원   247100     ✅ 정산 포함
2686   본예산                             용인실내체육관 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비              1,638,107,000원  1638107  🔄 경정 대체 제외
2687   본예산                             용인실내체육관 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료                 81,905,350원    81906  🔄 경정 대체 제외
2688  추경1회                             용인실내체육관 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비           경정 1,685,097,000원  1685097     ✅ 정산 포함
2689  추경1회                             용인실내체육관 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료              경정 84,255,000원    84255     ✅ 정산 포함
2690   본예산                             용인실내체육관 운영  공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 시설비 등                375,332,000원   375332  🔄 경정 대체 제외
2691  추경1회                             용인실내체육관 운영  공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 시설비 등             경정 685,332,000원   685332     ✅ 정산 포함
2692   본예산                           아르피아스포츠센터 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비              4,804,653,000원  4804653  🔄 경정 대체 제외
2693   본예산                           아르피아스포츠센터 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료                240,232,650원   240233  🔄 경정 대체 제외
2694  추경1회                           아르피아스포츠센터 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비           경정 4,831,456,000원  4831456     ✅ 정산 포함
2695  추경1회                           아르피아스포츠센터 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료             경정 241,574,000원   241574     ✅ 정산 포함
2696   본예산                           아르피아스포츠센터 운영  공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 시설비 등                216,715,000원   216715  🔄 경정 대체 제외
2697  추경1회                           아르피아스포츠센터 운영  공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 시설비 등             경정 228,673,000원   228673     ✅ 정산 포함
2698   본예산                            기흥국민체육센터 운영  공기관등에대한경상적위탁사업비                         Ο시설관리위탁사업 운영비              3,047,434,000원  3047434     ✅ 정산 포함
2699   본예산                            기흥국민체육센터 운영  공기관등에대한경상적위탁사업비                                Ο위탁수수료                152,371,700원   152372     ✅ 정산 포함
2700   본예산                            기흥국민체육센터 운영  공기관등에대한자본적위탁사업비                       Ο시설관리위탁사업 시설비 등                 15,000,000원    15000     ✅ 정산 포함
2701   본예산                 용인실내체육관 운영 보조(냉난방기 교체)  공기관등에대한자본적위탁사업비                     Ο실내체육관 노후 냉난방기 교체              1,000,000,000원  1000000     ✅ 정산 포함
2702   본예산                  용인실내체육관 운영 보조(정화조 폐쇄)  공기관등에대한자본적위탁사업비                  Ο실내체육관 운영 보조(정화조 폐쇄)                 80,000,000원    80000     ✅ 정산 포함
2703   본예산                            기본경비(체육진흥과)            사무관리비                                Ο일반수용비         60,000원*20명*12월*90%    12960     ✅ 정산 포함
2704   본예산                            기본경비(체육진흥과)            사무관리비                                  Ο급식비           9,000원*20명*5일*12월    10800     ✅ 정산 포함
2705   본예산                            기본경비(체육진흥과)            사무관리비                              Ο행정장비 운영                           -    11400     ✅ 정산 포함
2706   본예산                            기본경비(체육진흥과)            사무관리비                                  ο소모품              300,000원*7대*4회     8400  🔻 소계 중복 제외
2707   본예산                            기본경비(체육진흥과)            사무관리비                                 ο장비유지                  3,000,000원     3000  🔻 소계 중복 제외
2708   본예산                            기본경비(체육진흥과)            사무관리비                        Ο홍보물 및 일간지 구독료                 90,000원*12월     1080     ✅ 정산 포함
2709   본예산                            기본경비(체육진흥과)             국내여비                               Ο기본업무추진          10,000원*20명*5일*12월    12000     ✅ 정산 포함
2710   본예산                            기본경비(체육진흥과)        부서운영업무추진비                               Ο20인 이하                300,000원*12월     3600     ✅ 정산 포함
2711   본예산                            기본경비(체육진흥과)        직책급업무수행경비                                   Ο5급             100,000원*1명*12월     1200     ✅ 정산 포함
2712  추경1회                            보전지출(체육진흥과)         국고보조금반환금  Ο2020년 체육진흥시설 지원(경기, 용인정보고 인조잔디 운동장)                    979,560원      980     ✅ 정산 포함

================================================================================

=== [생태하천과] 시스템: 15,563,938천원 | PDF목표: 16,283,938천원 | 차액: -720,000천원 ===
      예산구분                          세부사업명             통계목명                                산출근거명                산출근거식  예산액_num       정산 상태
5257   본예산                        하천 유지관리            공공운영비                       Ο자동유량계측시설 운용요금           4,800,000원     4800     ✅ 정산 포함
5258   본예산                        하천 유지관리              시설비                             Ο하천 유지관리         200,000,000원   200000     ✅ 정산 포함
5259   본예산                        국공유지 관리            사무관리비                    Ο국공유지 측량 등 각종 수수료        500,000원*10필지     5000     ✅ 정산 포함
5260   본예산                     하천계곡지킴이 운영        기간제근로자등보수                                 Ο인건비          39,564,000원    39564  🔄 경정 대체 제외
5261  추경1회                     하천계곡지킴이 운영        기간제근로자등보수                                 Ο인건비       경정 39,474,000원    39474     ✅ 정산 포함
5262   본예산                     하천계곡지킴이 운영            사무관리비                       Ο차량임차료 및 사무관리비           9,060,000원     9060  🔄 경정 대체 제외
5263  추경1회                     하천계곡지킴이 운영            사무관리비                       Ο차량임차료 및 사무관리비        경정 9,150,000원     9150     ✅ 정산 포함
5264   본예산                     하천계곡지킴이 운영            공공운영비                            Ο차량 유류지원비           1,800,000원     1800     ✅ 정산 포함
5265  추경1회                      지방하천 유지관리              시설비                      Ο지방하천 유지관리(성립전)       1,070,000,000원  1070000     ✅ 정산 포함
5266  추경1회                    지방하천 소규모 준설              시설비                    Ο지방하천 소규모 준설(성립전)         720,000,000원   720000  🔄 경정 대체 제외
5267   본예산                   경안천 산책로 조성사업              시설비                   Ο경안천 산책로 조성사업(1구간)         500,000,000원   500000  🔄 경정 대체 제외
5268  추경1회                   경안천 산책로 조성사업              시설비              Ο경안천 산책로 조성사업(1구간)(성립전)    경정 1,000,000,000원  1000000     ✅ 정산 포함
5269   본예산                   하천변 차단기 설치사업              시설비                        Ο하천변 차단기 설치사업         720,000,000원   720000     ✅ 정산 포함
5270   본예산         용인 진위천 소규모 홍수위험지구 개량사업              시설비              Ο용인 진위천 소규모 홍수위험지구 개량사업         200,000,000원   200000     ✅ 정산 포함
5271  추경2회                    지방하천 소규모 준설              시설비                    Ο지방하천 소규모 준설(성립전)         720,000,000원   720000     ✅ 정산 포함
5272  추경2회  용인시(양지천, 갈현천, 음달안천) 중소하천 정비사업              시설비  Ο용인시(양지천, 갈현천, 음달안천) 중소하천 정비사업(성립전)         130,000,000원   130000     ✅ 정산 포함
5273  추경2회           하천변 자동차단시설 설치사업(금학천)              시설비                Ο하천변 자동차단시설 설치사업(성립전)         220,000,000원   220000     ✅ 정산 포함
5274   본예산                   생태하천 사후 모니터링              시설비                        Ο생태하천 사후 모니터링          50,000,000원    50000     ✅ 정산 포함
5275   본예산                   지방하천 개수 운영지원        시책추진업무추진비                         Ο하천정비사업 업무추진           4,050,000원     4050     ✅ 정산 포함
5276   본예산              한천 생태하천 정비[부담금사업]              시설비                          Ο한천 생태하천 정비       1,800,000,000원  1800000  🔄 경정 대체 제외
5277  추경1회              한천 생태하천 정비[부담금사업]              시설비                        Ο한천 생태하천 정비공사    경정 3,568,520,000원  3568520     ✅ 정산 포함
5278   본예산               소하천정비(수역천)(전환사업)  공기관등에대한자본적위탁사업비                            Ο수역소하천 정비       1,700,000,000원  1700000     ✅ 정산 포함
5279   본예산              소하천정비(음달안천)(전환사업)              시설비                           Ο음달안소하천 정비       1,300,000,000원  1300000     ✅ 정산 포함
5280   본예산               소하천정비(맹리천)(전환사업)  공기관등에대한자본적위탁사업비                            Ο맹리소하천 정비       2,000,000,000원  2000000     ✅ 정산 포함
5281   본예산                   소하천 미지급용지 보상              시설비                                 Ο보상비         100,000,000원   100000     ✅ 정산 포함
5282   본예산                    소하천 정비 운영지원            사무관리비                       Ο소하천관리위원회 참석수당       100,000원*8명*3회     2400     ✅ 정산 포함
5283   본예산                    소하천 정비 운영지원        시책추진업무추진비                       Ο소하천 정비사업 업무추진           3,600,000원     3600     ✅ 정산 포함
5284   본예산                 소하천정비 종합계획 재정비              시설비               Ο용인시 소하천정비 종합계획 재정비 용역       2,000,000,000원  2000000     ✅ 정산 포함
5285   본예산                  완기천 생태하천 복원사업              시설비                    Ο완기천 생태하천 복원계획 수립         120,000,000원   120000     ✅ 정산 포함
5286  추경2회              2026년 호우대비 소하천 준설              시설비              Ο2026년 호우대비 소하천 준설(성립전)         357,500,000원   357500     ✅ 정산 포함
5287   본예산                    기본경비(생태하천과)            사무관리비                               Ο일반수용비  60,000원*11명*12월*90%     7128     ✅ 정산 포함
5288   본예산                    기본경비(생태하천과)            사무관리비                                 Ο급식비    9,000원*11명*7일*12월     8316     ✅ 정산 포함
5289   본예산                    기본경비(생태하천과)            사무관리비                             Ο행정장비 운영                    -     9000     ✅ 정산 포함
5290   본예산                    기본경비(생태하천과)            사무관리비                                 ο소모품       300,000원*5대*4회     6000  🔻 소계 중복 제외
5291   본예산                    기본경비(생태하천과)            사무관리비                                ο장비유지           3,000,000원     3000  🔻 소계 중복 제외
5292   본예산                    기본경비(생태하천과)            사무관리비                       Ο홍보물 및 일간지 구독료          90,000원*12월     1080     ✅ 정산 포함
5293   본예산                    기본경비(생태하천과)             국내여비                              Ο기본업무추진   10,000원*11명*6일*12월     7920     ✅ 정산 포함
5294   본예산                    기본경비(생태하천과)        부서운영업무추진비                              Ο15인 이하         250,000원*12월     3000     ✅ 정산 포함
5295   본예산                    기본경비(생태하천과)        직책급업무수행경비                                  Ο5급      100,000원*1명*12월     1200     ✅ 정산 포함

================================================================================

=== [자원순환과] 시스템: 157,962,190천원 | PDF목표: 158,362,190천원 | 차액: -400,000천원 ===
      예산구분                세부사업명             통계목명                             산출근거명                  산출근거식   예산액_num       정산 상태
5778   본예산           생활폐기물 청소관리            사무관리비                        Ο종량제 봉투 제작         1,909,652,000원   1909652     ✅ 정산 포함
5779   본예산           생활폐기물 청소관리            사무관리비             Ο종량제 봉투 신용카드 결제 대행수수료        18,500,000원*12월    222000     ✅ 정산 포함
5780   본예산           생활폐기물 청소관리            사무관리비                     Ο불연성폐기물 마대 제작          400원*240,000매     96000     ✅ 정산 포함
5781   본예산           생활폐기물 청소관리            사무관리비                 Ο청소시책 추진관련 홍보물 제작             2,700,000원      2700     ✅ 정산 포함
5782   본예산           생활폐기물 청소관리            사무관리비         Ο종량제 봉투 창고 무인경비 시스템 관리수수료             1,700,000원      1700     ✅ 정산 포함
5783   본예산           생활폐기물 청소관리            사무관리비                     Ο대형폐기물 스티커 제작            78,800,000원     78800     ✅ 정산 포함
5784   본예산           생활폐기물 청소관리            사무관리비                   Ο대형폐기물 결제 대행수수료         7,500,000원*12월     90000     ✅ 정산 포함
5785   본예산           생활폐기물 청소관리            사무관리비                           Ο위원회 수당         100,000원*5명*1회       500     ✅ 정산 포함
5786   본예산           생활폐기물 청소관리            공공운영비                      Ο한국폐기물협회 연회비             4,000,000원      4000     ✅ 정산 포함
